drug_a_name,drug_b_name,cell_line,synergy,label
ETOPOSIDE,SORAFENIB,NCIH2122,-0.7878329568,0
5-FU,ZOLINZA,NCIH2122,10.6562695753,1
GEMCITABINE,PD325901,PA1,-0.9063249903,0
PACLITAXEL,L778123,A427,25.3728633895,1
ABT-888,DINACICLIB,A2058,11.1487216398,1
MITOMYCINE,ZOLINZA,ZR751,-23.7886763027,0
AZD1775,SORAFENIB,NIHOVCAR3,-17.3878998031,0
METHOTREXATE,LAPATINIB,NCIH2122,-1.4088522639,0
VINORELBINE,MK-5108,SW620,-3.6467321549,0
SN-38,DINACICLIB,SKOV3,-19.2903712802,0
LAPATINIB,DASATINIB,A427,23.0666145972,1
SUNITINIB,TEMOZOLOMIDE,PA1,10.0613988562,1
GEMCITABINE,BORTEZOMIB,ES2,-6.3215764693,0
MK-5108,MK-4827,MDAMB436,20.2714887469,1
SUNITINIB,PD325901,PA1,20.4132083576,1
DASATINIB,SORAFENIB,RKO,18.209506037,1
VINORELBINE,TEMOZOLOMIDE,SKMEL30,10.7838992989,1
5-FU,BORTEZOMIB,VCAP,-7.0535106309,0
MK-4827,BEZ-235,A427,16.191117517,1
PACLITAXEL,GELDANAMYCIN,A2780,-16.7637088207,0
PD325901,GELDANAMYCIN,UACC62,-5.8842586687,0
SUNITINIB,BEZ-235,UWB1289,24.4256944729,1
METHOTREXATE,MK-5108,NCIH1650,-5.8264088081,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,PA1,-10.439841612,0
MITOMYCINE,BEZ-235,A2058,12.2465066839,1
MRK-003,BORTEZOMIB,HT29,-13.0940378366,0
MRK-003,OXALIPLATIN,NCIH460,-49.673939134,0
MK-4541,PD325901,PA1,31.9031355299,1
MK-4541,AZD1775,A427,18.0233806715,1
CARBOPLATIN,MK-8669,VCAP,37.002913807,1
MK-4541,METHOTREXATE,T47D,-25.4746910288,0
MK-4827,MK-8669,A2058,10.3410755451,1
CYCLOPHOSPHAMIDE,LAPATINIB,HT144,-12.5492312719,0
ERLOTINIB,BORTEZOMIB,A375,25.53971155,1
ZOLINZA,TOPOTECAN,UACC62,10.2230663939,1
CYCLOPHOSPHAMIDE,BEZ-235,CAOV3,25.734269032,1
OXALIPLATIN,DINACICLIB,NCIH1650,-12.6094250128,0
ETOPOSIDE,DINACICLIB,NCIH460,-3.3198544351,0
L778123,ZOLINZA,OV90,19.7685368629,1
CYCLOPHOSPHAMIDE,DINACICLIB,A2780,-3.2474796405,0
SUNITINIB,SORAFENIB,UWB1289,-1.9248779047,0
DASATINIB,BEZ-235,NCIH1650,63.5705615003,1
ZOLINZA,PD325901,SKMES1,-24.3596997658,0
METHOTREXATE,AZD1775,ES2,-2.6329053279,0
MITOMYCINE,L778123,RKO,-16.9985860462,0
METFORMIN,TEMOZOLOMIDE,SKOV3,-14.1013284482,0
MRK-003,AZD1775,NCIH2122,-0.2176165703,0
TOPOTECAN,DINACICLIB,SKMES1,-14.2633707028,0
ZOLINZA,DINACICLIB,A2058,-41.2926052705,0
BEZ-235,DINACICLIB,A375,10.5437612034,1
MK-8669,BEZ-235,HT29,52.8476255474,1
MRK-003,BORTEZOMIB,NCIH1650,-7.2656171631,0
MK-5108,MK-8776,NCIH2122,-17.1136357508,0
ERLOTINIB,BEZ-235,NCIH460,34.6517732338,1
5-FU,MK-4827,ES2,-4.0814869489,0
GEMCITABINE,GELDANAMYCIN,SKMEL30,19.2114345023,1
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,NCIH460,16.291011527,1
MK-4541,DEXAMETHASONE,NIHOVCAR3,14.7033622195,1
ERLOTINIB,GELDANAMYCIN,MDAMB436,16.8485658852,1
VINBLASTINE,TEMOZOLOMIDE,SKMEL30,-26.1556703222,0
PACLITAXEL,GELDANAMYCIN,A2058,-28.9888961542,0
METHOTREXATE,SORAFENIB,RKO,-10.9782872055,0
CARBOPLATIN,BORTEZOMIB,LOVO,17.1722006648,1
VINORELBINE,ERLOTINIB,CAOV3,-23.5032631798,0
GEMCITABINE,SORAFENIB,A375,-9.5694707419,0
ABT-888,SN-38,SKMEL30,29.6505239487,1
SUNITINIB,OXALIPLATIN,OV90,-9.5041668252,0
MITOMYCINE,PD325901,SW837,27.2269405597,1
AZD1775,TOPOTECAN,SW620,17.1235454095,1
METHOTREXATE,DASATINIB,UWB1289,-10.870875614,0
PACLITAXEL,PD325901,HT144,39.2383137401,1
MK-4541,SUNITINIB,UWB1289,38.5509893169,1
DEXAMETHASONE,ZOLINZA,NCIH1650,14.952312395,1
ERLOTINIB,TOPOTECAN,SW620,23.349235927,1
TEMOZOLOMIDE,GELDANAMYCIN,A427,34.0866924767,1
LAPATINIB,TOPOTECAN,NCIH23,23.1421914944,1
PD325901,TOPOTECAN,ES2,10.4947486201,1
MK-2206,MK-8776,NCIH520,20.6559733539,1
CARBOPLATIN,DINACICLIB,VCAP,-4.6843420444,0
MK-4541,DEXAMETHASONE,OV90,-7.0314428899,0
METHOTREXATE,ZOLINZA,MDAMB436,-6.679123546,0
VINBLASTINE,GELDANAMYCIN,HCT116,-16.399058051,0
METFORMIN,TEMOZOLOMIDE,HT29,-1.3939872014,0
ETOPOSIDE,TEMOZOLOMIDE,A2058,13.6477252971,1
TEMOZOLOMIDE,PD325901,SW837,-5.9956953402,0
PACLITAXEL,MK-8669,SKOV3,62.0265279268,1
VINORELBINE,ERLOTINIB,HT29,-13.1076158927,0
VINORELBINE,AZD1775,RKO,-1.4257800164,0
AZD1775,OXALIPLATIN,NCIH23,-10.9495452795,0
ZOLINZA,DINACICLIB,A427,-26.085966993,0
MRK-003,PD325901,ZR751,-1.7418549703,0
MK-4541,CARBOPLATIN,LOVO,-0.0249540886,0
DEXAMETHASONE,DASATINIB,CAOV3,52.0815108828,1
MITOMYCINE,AZD1775,NCIH23,-1.336018518,0
METFORMIN,GELDANAMYCIN,RPMI7951,-18.3354480314,0
MK-4541,PD325901,HCT116,-3.7529028979,0
VINORELBINE,MK-5108,KPL1,-4.5106906556,0
MK-4827,BORTEZOMIB,MDAMB436,11.3880138481,1
ETOPOSIDE,BEZ-235,A2780,10.2023547702,1
SUNITINIB,TEMOZOLOMIDE,SKMES1,20.647746146,1
METHOTREXATE,SUNITINIB,HT144,-2.8782961518,0
MRK-003,PACLITAXEL,HT29,12.6089627781,1
VINORELBINE,LAPATINIB,A2780,-9.7529506169,0
ETOPOSIDE,DASATINIB,NCIH23,-183.3295713388,0
SUNITINIB,MK-5108,RPMI7951,-14.124513166,0
DASATINIB,MK-8669,ES2,35.7009450717,1
PD325901,MK-8776,NCIH520,-17.1948376474,0
ETOPOSIDE,DINACICLIB,HT144,-6.2085399272,0
PACLITAXEL,GELDANAMYCIN,HT29,-18.2324928105,0
CARBOPLATIN,DINACICLIB,SKMES1,-6.5814843148,0
LAPATINIB,MK-2206,PA1,31.44631180085,1
MK-4541,CARBOPLATIN,UWB1289,-7.4883201742,0
MRK-003,MK-8669,T47D,38.4398339999,1
VINBLASTINE,BORTEZOMIB,OV90,-17.5303364252,0
VINORELBINE,MK-8776,ZR751,-24.333321465,0
OXALIPLATIN,SORAFENIB,HT144,-6.0593056221,0
L778123,GELDANAMYCIN,ES2,12.9818399831,1
L778123,GEMCITABINE,KPL1,-1.6442593972,0
SUNITINIB,DASATINIB,RKO,34.3560688095,1
L778123,ABT-888,NCIH2122,10.5675559831,1
DASATINIB,BEZ-235,LOVO,49.5853784198,1
VINBLASTINE,MK-4827,SW620,30.9318448731,1
VINORELBINE,AZD1775,RPMI7951,-12.0421805889,0
MK-4541,TOPOTECAN,NIHOVCAR3,12.0200767891,1
METHOTREXATE,SUNITINIB,A2058,-14.3565107625,0
TEMOZOLOMIDE,BEZ-235,A427,51.584493594,1
GELDANAMYCIN,SORAFENIB,DLD1,13.5123459181,1
TEMOZOLOMIDE,TOPOTECAN,SKOV3,-14.2078162268,0
GEMCITABINE,MK-8669,NIHOVCAR3,-2.9552247223,0
DEXAMETHASONE,BORTEZOMIB,UACC62,-7.679437184,0
L778123,GEMCITABINE,NIHOVCAR3,-17.4046426091,0
BORTEZOMIB,GELDANAMYCIN,UACC62,-45.5218456814,0
AZD1775,GELDANAMYCIN,RPMI7951,-10.0876542805,0
SUNITINIB,MK-8669,T47D,35.210405477,1
L778123,GEMCITABINE,RPMI7951,-0.6393801668,0
MK-4541,OXALIPLATIN,PA1,-25.378590884,0
BORTEZOMIB,OXALIPLATIN,A375,-14.3968790093,0
BEZ-235,DINACICLIB,RPMI7951,12.814530499,1
METHOTREXATE,DINACICLIB,NCIH520,-7.9328251164,0
BEZ-235,OXALIPLATIN,UACC62,12.8404758661,1
5-FU,MK-4827,NCIH23,-10.5263423251,0
5-FU,DINACICLIB,SKOV3,-13.8991015225,0
MK-2206,ERLOTINIB,OV90,14.7287188678,1
LAPATINIB,BEZ-235,T47D,158.1723247425,1
DASATINIB,MK-8669,DLD1,37.9289296286,1
MRK-003,ZOLINZA,A427,-26.1766223019,0
L778123,SUNITINIB,A427,18.3702477307,1
VINBLASTINE,DINACICLIB,RPMI7951,-11.1290764863,0
VINORELBINE,TEMOZOLOMIDE,T47D,-26.737417804,0
MK-2206,ABT-888,PA1,14.8581000249,1
DASATINIB,SORAFENIB,A375,29.9038525247,1
PACLITAXEL,SORAFENIB,LOVO,-12.2187327786,0
PACLITAXEL,BEZ-235,NCIH2122,-281.4366679033,0
METFORMIN,DINACICLIB,HT144,-7.7361432406,0
LAPATINIB,MK-8776,A427,-9.156674153,0
MRK-003,MK-2206,OV90,23.1434504518,1
DOXORUBICIN,SORAFENIB,PA1,-3.3245085277,0
L778123,LAPATINIB,HT29,19.8360212152,1
DEXAMETHASONE,MK-8669,CAOV3,47.6802934203,1
AZD1775,MK-8776,UWB1289,29.4213514765,1
MK-2206,ABT-888,ES2,-5.7219848288,0
DOXORUBICIN,L778123,UWB1289,-1.7064511409,0
DEXAMETHASONE,TEMOZOLOMIDE,HT144,-32.5507101396,0
BORTEZOMIB,OXALIPLATIN,PA1,-32.6864960987,0
MK-2206,MK-8669,ES2,22.1591925668,1
MRK-003,BEZ-235,PA1,41.443262716,1
LAPATINIB,MK-2206,T47D,-3.2483537074,0
MK-2206,ERLOTINIB,ZR751,51.8778922908,1
MK-4827,GELDANAMYCIN,HT29,-1.8344160924,0
ETOPOSIDE,AZD1775,VCAP,20.2799529051,1
TEMOZOLOMIDE,SORAFENIB,CAOV3,-4.6909608612,0
METFORMIN,PD325901,SW837,-16.3850548925,0
VINORELBINE,BEZ-235,HCT116,-5.6159522023,0
METHOTREXATE,PD325901,UWB1289,-8.1096403492,0
MK-4541,DOXORUBICIN,UACC62,-11.1933367575,0
GEMCITABINE,MK-2206,DLD1,12.9572757919,1
BEZ-235,MK-8776,SKOV3,10.3345450893,1
DOXORUBICIN,MK-4827,A2780,-0.5255393078,0
MK-4541,MK-8776,SW837,-16.8902991052,0
MRK-003,BORTEZOMIB,MDAMB436,-1.2430878045,0
VINBLASTINE,SUNITINIB,SW837,-8.047742094,0
ABT-888,SORAFENIB,PA1,15.1216829705,1
CARBOPLATIN,DASATINIB,LOVO,42.0038884855,1
PD325901,DINACICLIB,HT144,-0.4208161447,0
MK-4827,PD325901,CAOV3,11.6319119422,1
L778123,OXALIPLATIN,RPMI7951,-1.7670696658,0
METHOTREXATE,DASATINIB,NIHOVCAR3,-19.1075437822,0
MK-5108,SORAFENIB,NCIH1650,11.2190350985,1
ZOLINZA,BORTEZOMIB,HT29,-1.0599954968,0
MK-4541,5-FU,LOVO,-16.4666241622,0
METHOTREXATE,LAPATINIB,RKO,-15.4811633732,0
DEXAMETHASONE,ERLOTINIB,UACC62,-6.9191867407,0
PD325901,SORAFENIB,SW620,11.2652895349,1
VINORELBINE,ABT-888,A427,-15.8284241588,0
CARBOPLATIN,DASATINIB,NCIH520,37.2849117306,1
MK-4541,PACLITAXEL,A375,37.2212582579,1
BORTEZOMIB,DASATINIB,CAOV3,-2.1258635801,0
MK-5108,ERLOTINIB,KPL1,13.9655089256,1
MITOMYCINE,SORAFENIB,T47D,-21.204054703,0
METFORMIN,GELDANAMYCIN,UACC62,-12.0932395436,0
BORTEZOMIB,ABT-888,KPL1,19.0473979396,1
METHOTREXATE,GELDANAMYCIN,SW837,-0.0128632507,0
LAPATINIB,SN-38,A375,26.1897630921,1
DEXAMETHASONE,SORAFENIB,SKMES1,11.1022415467,1
ZOLINZA,DINACICLIB,NIHOVCAR3,-15.5461051513,0
METFORMIN,MK-8776,UACC62,-3.8042060677,0
L778123,VINORELBINE,SKOV3,-7.0063924162,0
METHOTREXATE,BEZ-235,T47D,35.7458350462,1
ETOPOSIDE,ERLOTINIB,HT29,28.7893928457,1
GEMCITABINE,MK-8776,NCIH1650,56.8915440264,1
MK-4827,ABT-888,MDAMB436,-3.4156190528,0
VINORELBINE,LAPATINIB,PA1,-13.9784212805,0
CYCLOPHOSPHAMIDE,DASATINIB,DLD1,14.1501451585,1
MK-5108,MK-8776,NIHOVCAR3,16.4586503236,1
MK-2206,BEZ-235,UACC62,33.3044358543,1
DOXORUBICIN,SUNITINIB,CAOV3,-2.4510665532,0
BORTEZOMIB,ABT-888,NCIH23,-1.3493487963,0
VINBLASTINE,BEZ-235,MDAMB436,15.6618498033,1
CYCLOPHOSPHAMIDE,ZOLINZA,ZR751,33.6418155065,1
VINORELBINE,MK-8776,HT29,-13.565101984,0
L778123,GELDANAMYCIN,HT144,19.8037426566,1
METHOTREXATE,DINACICLIB,NIHOVCAR3,-17.702198096,0
TEMOZOLOMIDE,BORTEZOMIB,NCIH1650,-30.0571085675,0
ETOPOSIDE,GELDANAMYCIN,SW620,10.0565320367,1
DOXORUBICIN,MK-5108,SKMES1,-24.0759516736,0
MK-5108,DASATINIB,SW837,18.5008652273,1
LAPATINIB,MK-5108,PA1,18.9292214908,1
OXALIPLATIN,SORAFENIB,VCAP,-10.3035843442,0
CARBOPLATIN,GELDANAMYCIN,NCIH1650,-17.1781644378,0
PACLITAXEL,ERLOTINIB,CAOV3,10.1031566255,1
ZOLINZA,MK-8776,NIHOVCAR3,-3.1032424294,0
METHOTREXATE,BORTEZOMIB,MDAMB436,-5.5136794454,0
MK-5108,ERLOTINIB,HCT116,15.4002206973,1
OXALIPLATIN,SORAFENIB,SW837,-6.1621603333,0
MRK-003,DASATINIB,NIHOVCAR3,79.5015600343,1
MRK-003,DEXAMETHASONE,PA1,26.5919377504,1
ETOPOSIDE,ZOLINZA,NCIH2122,18.8089245037,1
GELDANAMYCIN,DINACICLIB,A375,22.0545009141,1
LAPATINIB,SORAFENIB,HT29,-4.3058626993,0
DOXORUBICIN,ABT-888,UWB1289,-0.0500177946,0
ZOLINZA,DINACICLIB,LOVO,-25.9468316237,0
MRK-003,VINBLASTINE,HCT116,13.8603480471,1
PACLITAXEL,SORAFENIB,UWB1289,-8.8503686254,0
LAPATINIB,DASATINIB,UWB1289,23.0738382633,1
SUNITINIB,ABT-888,UWB1289,10.6067056424,1
ZOLINZA,MK-8669,PA1,28.6325051865,1
MK-4541,CARBOPLATIN,VCAP,19.4380524384,1
ZOLINZA,MK-8669,A2780,41.2667415429,1
DASATINIB,BEZ-235,DLD1,46.9917207744,1
TEMOZOLOMIDE,BORTEZOMIB,NCIH460,-24.5382598358,0
MK-4541,MK-4827,SKMES1,-8.2356651264,0
VINORELBINE,LAPATINIB,NIHOVCAR3,-11.9483535507,0
METHOTREXATE,ABT-888,NCIH460,-12.6803765142,0
ERLOTINIB,BORTEZOMIB,RPMI7951,-16.8473537424,0
AZD1775,DASATINIB,SKOV3,18.4479161443,1
CARBOPLATIN,MK-8776,A375,17.2260587438,1
MK-5108,SN-38,UWB1289,41.6148215735,1
MRK-003,DINACICLIB,A2058,-6.532206677,0
MRK-003,LAPATINIB,HCT116,18.70787098865,1
PACLITAXEL,SUNITINIB,A2058,-3.3366904546,0
MRK-003,SORAFENIB,SKOV3,29.3103046396,1
MITOMYCINE,PD325901,VCAP,-2.5932600689,0
MRK-003,PD325901,HCT116,-7.2292148543,0
ETOPOSIDE,ERLOTINIB,NCIH460,46.6730855322,1
ZOLINZA,ERLOTINIB,MDAMB436,12.2006451736,1
MK-8669,BEZ-235,SW837,101.5509714717,1
L778123,AZD1775,CAOV3,11.99773027215,1
L778123,VINORELBINE,HT29,-6.1164022615,0
MITOMYCINE,PD325901,OV90,37.9206365787,1
PD325901,GELDANAMYCIN,HT144,12.1151470357,1
PACLITAXEL,MK-4827,ES2,-3.5316182144,0
GELDANAMYCIN,MK-8776,SW837,-184.798390132,0
MK-4827,PD325901,LOVO,-2.8426146795,0
VINBLASTINE,DASATINIB,RKO,-4.5582724523,0
VINBLASTINE,AZD1775,OV90,-16.2832313519,0
PD325901,MK-8669,HT144,39.9845658552,1
MITOMYCINE,GELDANAMYCIN,NCIH23,-17.165669173,0
DOXORUBICIN,TEMOZOLOMIDE,ZR751,-13.2772907668,0
MITOMYCINE,MK-5108,SKOV3,-11.3320449438,0
GEMCITABINE,ABT-888,HCT116,-4.8908054922,0
METFORMIN,MK-8669,A375,10.0387677468,1
CARBOPLATIN,L778123,KPL1,-8.6430884511,0
ETOPOSIDE,LAPATINIB,CAOV3,143.2917905274,1
MRK-003,MITOMYCINE,A427,-0.461918765,0
ZOLINZA,MK-5108,HT29,19.4021897729,1
MITOMYCINE,MK-2206,NIHOVCAR3,10.4939543222,1
AZD1775,LAPATINIB,HCT116,11.7622692927,1
MK-2206,GELDANAMYCIN,CAOV3,28.8214472585,1
ERLOTINIB,BORTEZOMIB,PA1,-9.264225,0
DEXAMETHASONE,MK-2206,HT29,11.5247514572,1
METHOTREXATE,MK-8776,HT29,-15.6425049132,0
PACLITAXEL,TEMOZOLOMIDE,HT144,-5.7653735705,0
MK-8669,TOPOTECAN,NCIH1650,26.4453295766,1
GELDANAMYCIN,MK-8776,A375,20.8861883152,1
DOXORUBICIN,MK-8776,RPMI7951,-0.8487250618,0
SORAFENIB,DINACICLIB,HT144,-2.9898738273,0
LAPATINIB,BORTEZOMIB,ZR751,16.208837106,1
MITOMYCINE,ERLOTINIB,NCIH460,-98.5391293466,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,HCT116,14.228553073,1
5-FU,BORTEZOMIB,SKOV3,-4.6048936233,0
DOXORUBICIN,GELDANAMYCIN,HT29,-0.7380968098,0
MK-4541,VINBLASTINE,ES2,-5.3385545251,0
MK-4541,BEZ-235,ES2,16.8244227064,1
ETOPOSIDE,DINACICLIB,DLD1,-0.6346191015,0
MK-8669,MK-8776,KPL1,23.5830365624,1
METHOTREXATE,MK-4827,A427,16.4774496152,1
PD325901,MK-8669,A427,15.3376749562,1
MK-4541,SN-38,ES2,-6.9476262713,0
CARBOPLATIN,DASATINIB,MDAMB436,22.7650507864,1
TEMOZOLOMIDE,SN-38,SKOV3,-22.2104826174,0
MK-4541,CYCLOPHOSPHAMIDE,ZR751,-23.7904940392,0
TEMOZOLOMIDE,BORTEZOMIB,SKOV3,-16.0587618584,0
BORTEZOMIB,DASATINIB,UWB1289,-17.2903991431,0
GELDANAMYCIN,DINACICLIB,A2780,-17.9781711094,0
5-FU,ERLOTINIB,CAOV3,-7.9516351685,0
BEZ-235,SN-38,SW837,13.9750826561,1
DOXORUBICIN,BORTEZOMIB,ES2,-29.2021597054,0
VINORELBINE,ERLOTINIB,VCAP,17.3712932339,1
5-FU,LAPATINIB,VCAP,10.6325581361,1
MK-4541,MK-4827,CAOV3,15.1748684617,1
MRK-003,MITOMYCINE,DLD1,-9.6500367208,0
LAPATINIB,MK-4827,NCIH23,-2.0820290316,0
TEMOZOLOMIDE,MK-8776,SKMEL30,64.6649919326,1
VINORELBINE,AZD1775,ZR751,-16.4496990764,0
BORTEZOMIB,ABT-888,UACC62,-7.5148374815,0
LAPATINIB,MK-4827,A427,-10.0233806007,0
PACLITAXEL,L778123,A2058,17.6797373909,1
GEMCITABINE,GELDANAMYCIN,NCIH1650,-9.2089088671,0
DOXORUBICIN,BORTEZOMIB,A427,-10.0282809883,0
METHOTREXATE,AZD1775,A2058,-15.7931996972,0
ERLOTINIB,ABT-888,HT29,-11.2631194076,0
MK-2206,DASATINIB,VCAP,23.3063761622,1
MRK-003,PACLITAXEL,SKMES1,41.1914245001,1
ZOLINZA,TEMOZOLOMIDE,SKMEL30,21.9297263393,1
MK-4541,PD325901,KPL1,23.4751844173,1
SUNITINIB,MK-8669,A427,24.1223319917,1
LAPATINIB,BEZ-235,NIHOVCAR3,34.2007550847,1
MITOMYCINE,MK-8669,LOVO,19.4551889965,1
LAPATINIB,BORTEZOMIB,CAOV3,-12.4389804497,0
PACLITAXEL,ABT-888,NCIH2122,-171.0483071014,0
DOXORUBICIN,BORTEZOMIB,A375,-12.5249667928,0
MK-4541,MK-4827,HT29,21.6621631448,1
BORTEZOMIB,SN-38,PA1,-22.3877866357,0
SUNITINIB,SN-38,RPMI7951,11.6825734643,1
5-FU,TEMOZOLOMIDE,ZR751,-51.9886204389,0
CYCLOPHOSPHAMIDE,L778123,HT144,-0.3651390749,0
ETOPOSIDE,MK-8669,A2780,22.6539226509,1
MK-2206,SN-38,NCIH460,29.8796348207,1
DOXORUBICIN,MK-8776,T47D,-2.7703840634,0
MITOMYCINE,ERLOTINIB,UACC62,-10.5852223062,0
PD325901,SORAFENIB,A427,17.7874611966,1
METFORMIN,MK-5108,KPL1,-4.3453113941,0
VINBLASTINE,ERLOTINIB,NCIH2122,39.339756163,1
MK-5108,DINACICLIB,NCIH23,-6.9645430839,0
MK-5108,MK-4827,HT144,-3.9928755323,0
L778123,SORAFENIB,RKO,18.0448805862,1
L778123,MK-2206,NCIH1650,27.0386877817,1
MK-5108,MK-8776,NCIH1650,-3.7483841302,0
LAPATINIB,GELDANAMYCIN,LOVO,13.6084642996,1
MK-8669,BEZ-235,LOVO,56.8748508344,1
MRK-003,ETOPOSIDE,MDAMB436,14.5538575245,1
PD325901,SORAFENIB,OV90,18.5585229331,1
DEXAMETHASONE,AZD1775,SW837,-3.0443513409,0
METHOTREXATE,MK-4827,NCIH1650,-1.3444164756,0
MK-5108,DINACICLIB,LOVO,-4.4349597376,0
GEMCITABINE,ERLOTINIB,SW837,30.3989976894,1
VINORELBINE,MK-8776,T47D,-46.0255826642,0
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,SW837,-37.7703890525,0
ZOLINZA,DASATINIB,T47D,11.80931182,1
SUNITINIB,MK-5108,UWB1289,-0.9922929191,0
VINORELBINE,MK-2206,PA1,-5.8523258041,0
MITOMYCINE,L778123,SKMEL30,-9.8227561131,0
AZD1775,ERLOTINIB,HCT116,-4.0587347241,0
MK-8669,GELDANAMYCIN,KPL1,40.099820289,1
BORTEZOMIB,OXALIPLATIN,NIHOVCAR3,-5.4946046944,0
ZOLINZA,MK-8669,MDAMB436,17.7761225936,1
MRK-003,GEMCITABINE,NIHOVCAR3,-8.8832297519,0
VINBLASTINE,DASATINIB,T47D,-40.1061608544,0
LAPATINIB,DASATINIB,HT29,28.1288856172,1
5-FU,LAPATINIB,NIHOVCAR3,18.0118570501,1
5-FU,MK-5108,NCIH2122,-1.7886402574,0
MK-4541,GEMCITABINE,HCT116,-4.3923456738,0
GEMCITABINE,SUNITINIB,A375,-8.2076214079,0
MK-5108,MK-8669,DLD1,12.1379462617,1
MK-2206,MK-8776,SW620,-11.8717724353,0
METFORMIN,L778123,RKO,-6.404031388,0
ERLOTINIB,DASATINIB,ZR751,-53.7283354656,0
CYCLOPHOSPHAMIDE,SORAFENIB,ZR751,-15.2818756494,0
DEXAMETHASONE,ZOLINZA,DLD1,13.7744314854,1
CARBOPLATIN,BORTEZOMIB,CAOV3,-43.5379685352,0
TEMOZOLOMIDE,MK-8669,ES2,34.2446671528,1
ERLOTINIB,PD325901,SW837,31.645668752,1
MITOMYCINE,L778123,NCIH520,-12.2218324499,0
ZOLINZA,AZD1775,PA1,-0.490322808,0
SORAFENIB,MK-8776,NCIH23,-6.9110911926,0
VINBLASTINE,MK-5108,RKO,41.3361982311,1
MRK-003,MK-2206,NCIH1650,41.6757678558,1
L778123,MK-8776,HT144,-69.5529801543,0
MK-2206,OXALIPLATIN,DLD1,-5.4606707064,0
SUNITINIB,MK-5108,NCIH23,-7.5210247769,0
MK-2206,TOPOTECAN,A2780,17.1741019429,1
ETOPOSIDE,MK-2206,NCIH2122,43.0982675005,1
L778123,DASATINIB,CAOV3,23.0024886944,1
DOXORUBICIN,MK-8776,NCIH1650,24.5143169002,1
L778123,PD325901,NCIH460,15.514856362,1
L778123,SUNITINIB,ES2,10.2848792415,1
MK-5108,OXALIPLATIN,MDAMB436,-7.2208538329,0
GEMCITABINE,MK-8776,DLD1,44.7818137551,1
MK-2206,TOPOTECAN,A375,20.7799770942,1
MK-4541,TOPOTECAN,NCIH460,-10.3283364141,0
MK-4827,MK-8669,NCIH23,18.7636458611,1
LAPATINIB,SORAFENIB,NCIH460,16.8437849901,1
METFORMIN,DINACICLIB,PA1,-3.4702992501,0
BEZ-235,DINACICLIB,NCIH460,16.8412469044,1
ABT-888,GELDANAMYCIN,RKO,33.8314776801,1
MK-4541,METFORMIN,HT29,-1.677786892,0
SUNITINIB,OXALIPLATIN,ZR751,-4.373484872,0
DOXORUBICIN,DINACICLIB,SW837,-10.2037445363,0
GEMCITABINE,LAPATINIB,UWB1289,-11.1711592096,0
DOXORUBICIN,MK-2206,KPL1,29.005476024,1
METHOTREXATE,SORAFENIB,VCAP,-10.7804443335,0
MK-4827,SORAFENIB,NCIH1650,-0.353930508,0
LAPATINIB,DASATINIB,MDAMB436,12.4148834622,1
DEXAMETHASONE,MK-8776,HCT116,-0.2291018387,0
AZD1775,LAPATINIB,CAOV3,29.9077838081,1
DOXORUBICIN,SORAFENIB,SW837,-17.6368792469,0
TOPOTECAN,MK-8776,NIHOVCAR3,64.5265422878,1
TEMOZOLOMIDE,DASATINIB,SKOV3,-9.7832022952,0
TEMOZOLOMIDE,MK-8669,KPL1,66.0757130087,1
MK-2206,BEZ-235,PA1,52.1515041405,1
VINORELBINE,SUNITINIB,VCAP,-16.7973919817,0
AZD1775,ERLOTINIB,OV90,-3.7588275894,0
SUNITINIB,TOPOTECAN,NCIH460,-0.4475443433,0
DOXORUBICIN,ERLOTINIB,SKMEL30,-0.2450923684,0
5-FU,BORTEZOMIB,ES2,-16.1301253292,0
MRK-003,DASATINIB,NCIH520,58.1769656209,1
ETOPOSIDE,MK-5108,SW620,20.0448614683,1
PACLITAXEL,GELDANAMYCIN,NCIH2122,-326.4643042417,0
CYCLOPHOSPHAMIDE,LAPATINIB,RKO,-8.7008448807,0
VINBLASTINE,L778123,VCAP,53.1109432537,1
PD325901,BEZ-235,A2058,56.5529882885,1
CARBOPLATIN,SORAFENIB,RKO,-4.7261027322,0
MITOMYCINE,SUNITINIB,NCIH520,-3.7504778449,0
ZOLINZA,SUNITINIB,SKOV3,-4.3769516768,0
MK-4827,MK-8669,SKMEL30,23.8763470697,1
AZD1775,PD325901,UWB1289,98.8786042458,1
METFORMIN,LAPATINIB,SW620,-6.5129165844,0
CYCLOPHOSPHAMIDE,SORAFENIB,T47D,-0.3573847953,0
VINORELBINE,ERLOTINIB,NCIH1650,12.7565912479,1
BORTEZOMIB,DASATINIB,SW837,26.8847063342,1
DOXORUBICIN,SORAFENIB,NIHOVCAR3,-39.0014576899,0
PD325901,BORTEZOMIB,ES2,-15.9321260471,0
MRK-003,MK-4827,KPL1,13.4892500633,1
GELDANAMYCIN,DINACICLIB,SW620,-13.5657106245,0
MK-4541,ZOLINZA,NCIH23,-5.4855448423,0
SUNITINIB,SN-38,T47D,10.6043338782,1
5-FU,MK-8669,RKO,23.2541342238,1
MK-4827,DASATINIB,ES2,-4.5208603064,0
